200	286.2444003
201	285.2752387
202	284.3141439
203	283.3610093
204	282.4157301
205	281.4782038
206	280.5483292
207	279.6260073
208	278.7111407
209	277.8036336
210	276.9033922
211	276.010324
212	275.1243383
213	274.2453459
214	273.3732592
215	272.5079921
216	271.6494598
217	270.7975791
218	269.9522682
219	269.1134466
220	268.2810352
221	267.4549563
222	266.6351333
223	265.821491
224	265.0139553
225	264.2124536
226	263.4169142
227	262.6272666
228	261.8434416
229	261.0653709
230	260.2929875
231	259.5262253
232	258.7650194
233	258.0093058
234	257.2590215
235	256.5141046
236	255.7744942
237	255.0401301
238	254.3109532
239	253.5869054
240	252.8679292
241	252.1539684
242	251.4449673
243	250.7408712
244	250.0416261
245	249.347179
246	248.6574775
247	247.9724702
248	247.2921062
249	246.6163356
250	245.9451091
251	245.2783782
252	244.6160949
253	243.9582122
254	243.3046836
255	242.6554633
256	242.0105062
257	241.3697678
258	240.7332042
259	240.1007722
260	239.4724293
261	238.8481333
262	238.2278429
263	237.6115173
264	236.999116
265	236.3905996
266	235.7859287
267	235.1850648
268	234.5879697
269	233.9946059
270	233.4049364
271	232.8189245
272	232.2365342
273	231.65773
274	231.0824768
275	230.5107399
276	229.9424851
277	229.3776788
278	228.8162876
279	228.2582789
280	227.7036201
281	227.1522793
282	226.6042249
283	226.0594259
284	225.5178514
285	224.9794712
286	224.4442553
287	223.912174
288	223.3831984
289	222.8572994
290	222.3344487
291	221.8146182
292	221.2977801
293	220.7839071
294	220.2729722
295	219.7649485
296	219.2598098
297	218.7575299
298	218.2580833
299	217.7614443
300	217.2675881
301	216.7764897
302	216.2881248
303	215.802469
304	215.3194985
305	214.8391897
306	214.3615193
307	213.8864642
308	213.4140017
309	212.9441092
310	212.4767646
311	212.0119458
312	211.5496312
313	211.0897993
314	210.6324289
315	210.177499
316	209.724989
317	209.2748784
318	208.8271469
319	208.3817745
320	207.9387415
321	207.4980284
322	207.0596157
323	206.6234845
324	206.1896159
325	205.7579911
326	205.3285917
327	204.9013995
328	204.4763964
329	204.0535646
330	203.6328865
331	203.2143445
332	202.7979215
333	202.3836004
334	201.9713643
335	201.5611965
336	201.1530805
337	200.747
338	200.3429389
339	199.9408811
340	199.5408109
341	199.1427127
342	198.746571
343	198.3523704
344	197.9600959
345	197.5697325
346	197.1812654
347	196.7946799
348	196.4099615
349	196.027096
350	195.646069
351	195.2668666
352	194.8894748
353	194.51388
354	194.1400684
355	193.7680266
356	193.3977414
357	193.0291994
358	192.6623877
359	192.2972933
360	191.9339035
361	191.5722055
362	191.2121869
363	190.8538352
364	190.4971381
365	190.1420836
366	189.7886595
367	189.436854
368	189.0866553
369	188.7380516
370	188.3910315
371	188.0455835
372	187.7016963
373	187.3593585
374	187.0185593
375	186.6792874
376	186.3415321
377	186.0052825
378	185.6705281
379	185.3372581
380	185.0054621
381	184.6751298
382	184.3462509
383	184.0188152
384	183.6928126
385	183.3682332
386	183.045067
387	182.7233043
388	182.4029354
389	182.0839506
390	181.7663405
391	181.4500956
392	181.1352066
393	180.8216643
394	180.5094594
395	180.198583
396	179.8890259
397	179.5807793
398	179.2738344
399	178.9681824
400	178.6638146
401	178.3607226
402	178.0588977
403	177.7583315
404	177.4590156
405	177.1609419
406	176.8641021
407	176.5684881
408	176.2740917
409	175.9809051
410	175.6889203
411	175.3981295
412	175.1085249
413	174.8200988
414	174.5328436
415	174.2467517
416	173.9618156
417	173.6780279
418	173.3953812
419	173.1138683
420	172.8334818
421	172.5542146
422	172.2760596
423	171.9990098
424	171.7230581
425	171.4481977
426	171.1744216
427	170.9017231
428	170.6300954
429	170.3595318
430	170.0900257
431	169.8215704
432	169.5541596
433	169.2877867
434	169.0224453
435	168.758129
436	168.4948316
437	168.2325467
438	167.9712683
439	167.71099
440	167.451706
441	167.19341
442	166.9360962
443	166.6797585
444	166.4243911
445	166.1699882
446	165.9165439
447	165.6640524
448	165.4125082
449	165.1619054
450	164.9122386
451	164.6635022
452	164.4156905
453	164.1687983
454	163.9228199
455	163.6777501
456	163.4335836
457	163.1903149
458	162.9479389
459	162.7064503
460	162.465844
461	162.2261148
462	161.9872576
463	161.7492675
464	161.5121393
465	161.2758682
466	161.0404491
467	160.8058773
468	160.5721478
469	160.3392558
470	160.1071965
471	159.8759653
472	159.6455573
473	159.4159681
474	159.1871928
475	158.9592269
476	158.7320659
477	158.5057052
478	158.2801404
479	158.0553669
480	157.8313805
481	157.6081766
482	157.3857509
483	157.1640992
484	156.943217
485	156.7231003
486	156.5037447
487	156.285146
488	156.0673002
489	155.850203
490	155.6338504
491	155.4182383
492	155.2033627
493	154.9892195
494	154.7758049
495	154.5631148
496	154.3511453
497	154.1398926
498	153.9293528
499	153.719522
500	153.5103965
501	153.3019725
502	153.0942462
503	152.887214
504	152.680872
505	152.4752167
506	152.2702445
507	152.0659516
508	151.8623346
509	151.6593899
510	151.4571139
511	151.2555031
512	151.054554
513	150.8542633
514	150.6546274
515	150.4556429
516	150.2573065
517	150.0596148
518	149.8625644
519	149.6661521
520	149.4703745
521	149.2752285
522	149.0807107
523	148.8868179
524	148.693547
525	148.5008947
526	148.3088579
527	148.1174335
528	147.9266183
529	147.7364093
530	147.5468035
531	147.3577977
532	147.1693889
533	146.9815742
534	146.7943505
535	146.6077149
536	146.4216645
537	146.2361963
538	146.0513074
539	145.866995
540	145.6832562
541	145.5000881
542	145.3174879
543	145.1354529
544	144.9539801
545	144.773067
546	144.5927106
547	144.4129084
548	144.2336575
549	144.0549554
550	143.8767992
551	143.6991864
552	143.5221143
553	143.3455803
554	143.1695818
555	142.9941162
556	142.819181
